	alias.number	alias	target.number	target	name	description	namespace
5488	18538	ENTREZGENE_ACC:23430	18538.1	ENSG00000095917	TPSD1	tryptase delta 1 [Source:HGNC Symbol;Acc:HGNC:14118]	ENTREZGENE
5489	782	ENTREZGENE_ACC:23431	782.1	ENSG00000081014	AP4E1	adaptor-related protein complex 4, epsilon 1 subunit [Source:HGNC Symbol;Acc:HGNC:573]	ENTREZGENE
5490	7290	ENTREZGENE_ACC:23432	7290.1	ENSG00000143147	GPR161	G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]	ENTREZGENE
5491	14929	ENTREZGENE_ACC:23433	14929.1	ENSG00000119729	RHOQ	ras homolog family member Q [Source:HGNC Symbol;Acc:HGNC:17736]	ENTREZGENE
5492	2438	ENTREZGENE_ACC:23434	2438.1	ENSG00000198685	LINC01565	long intergenic non-protein coding RNA 1565 [Source:HGNC Symbol;Acc:HGNC:17099]	ENTREZGENE
5493	17634	ENTREZGENE_ACC:23435	17634.1	ENSG00000120948	TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]	ENTREZGENE
5494	3532	ENTREZGENE_ACC:23436	3532.1	ENSG00000219073	CELA3B	chymotrypsin-like elastase family, member 3B [Source:HGNC Symbol;Acc:HGNC:15945]	ENTREZGENE
5495	7606	ENTREZGENE_ACC:23438	7606.1	ENSG00000112855	HARS2	histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]	ENTREZGENE
5496	1179	ENTREZGENE_ACC:23439	1179.1	ENSG00000101892	ATP1B4	ATPase, Na+/K+ transporting, beta 4 polypeptide [Source:HGNC Symbol;Acc:HGNC:808]	ENTREZGENE
5497	12762	ENTREZGENE_ACC:23440	12762.1	ENSG00000171540	OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	ENTREZGENE
5498	16259	ENTREZGENE_ACC:23443	16259.1	ENSG00000117620	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 [Source:HGNC Symbol;Acc:HGNC:11023]	ENTREZGENE
5499	16323	ENTREZGENE_ACC:23446	16323.1	ENSG00000070214	SLC44A1	solute carrier family 44 (choline transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:18798]	ENTREZGENE
5500	15828	ENTREZGENE_ACC:23450	15828.1	ENSG00000189091	SF3B3	splicing factor 3b, subunit 3, 130kDa [Source:HGNC Symbol;Acc:HGNC:10770]	ENTREZGENE
5501	15826	ENTREZGENE_ACC:23451	15826.1	ENSG00000115524	SF3B1	splicing factor 3b, subunit 1, 155kDa [Source:HGNC Symbol;Acc:HGNC:10768]	ENTREZGENE
5502	631	ENTREZGENE_ACC:23452	631.1	ENSG00000136859	ANGPTL2	angiopoietin-like 2 [Source:HGNC Symbol;Acc:HGNC:490]	ENTREZGENE
5503	45	ENTREZGENE_ACC:23456	45.1	ENSG00000135776	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:HGNC Symbol;Acc:HGNC:41]	ENTREZGENE
5504	53	ENTREZGENE_ACC:23457	53.1	ENSG00000150967	ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:HGNC Symbol;Acc:HGNC:50]	ENTREZGENE
5505	6556	ENTREZGENE_ACC:2346	6556.1	ENSG00000086205	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1 [Source:HGNC Symbol;Acc:HGNC:3788]	ENTREZGENE
5506	41	ENTREZGENE_ACC:23460	41.1	ENSG00000154262	ABCA6	ATP-binding cassette, sub-family A (ABC1), member 6 [Source:HGNC Symbol;Acc:HGNC:36]	ENTREZGENE
5507	40	ENTREZGENE_ACC:23461	40.1	ENSG00000154265	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5 [Source:HGNC Symbol;Acc:HGNC:35]	ENTREZGENE
5508	7745	ENTREZGENE_ACC:23462	7745.1	ENSG00000164683	HEY1	hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]	ENTREZGENE
5509	8195	ENTREZGENE_ACC:23463	8195.1	ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]	ENTREZGENE
5510	6878	ENTREZGENE_ACC:23464	6878.1	ENSG00000100116	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]	ENTREZGENE
5511	3020	ENTREZGENE_ACC:23466	3020.1	ENSG00000183741	CBX6	chromobox homolog 6 [Source:HGNC Symbol;Acc:HGNC:1556]	ENTREZGENE
5512	12034	ENTREZGENE_ACC:23467	12034.1	ENSG00000221890	NPTXR	neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]	ENTREZGENE
5513	3019	ENTREZGENE_ACC:23468	3019.1	ENSG00000094916	CBX5	chromobox homolog 5 [Source:HGNC Symbol;Acc:HGNC:1555]	ENTREZGENE
5514	13321	ENTREZGENE_ACC:23469	13321.1	ENSG00000118482	PHF3	PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]	ENTREZGENE
5515	18567	ENTREZGENE_ACC:23471	18567.1	ENSG00000067167	TRAM1	translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]	ENTREZGENE
5516	2925	ENTREZGENE_ACC:23473	2925.1	ENSG00000131375	CAPN7	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]	ENTREZGENE
5517	5715	ENTREZGENE_ACC:23474	5715.1	ENSG00000105755	ETHE1	ethylmalonic encephalopathy 1 [Source:HGNC Symbol;Acc:HGNC:23287]	ENTREZGENE
5518	14438	ENTREZGENE_ACC:23475	14438.1	ENSG00000103485	QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	ENTREZGENE
5519	1566	ENTREZGENE_ACC:23476	1566.1	ENSG00000141867	BRD4	bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]	ENTREZGENE
5520	15647	ENTREZGENE_ACC:23478	15647.1	ENSG00000140612	SEC11A	SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]	ENTREZGENE
5521	8575	ENTREZGENE_ACC:23479	8575.1	ENSG00000136003	ISCU	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	ENTREZGENE
5522	6557	ENTREZGENE_ACC:2348	6557.1	ENSG00000110195	FOLR1	folate receptor 1 (adult) [Source:HGNC Symbol;Acc:HGNC:3791]	ENTREZGENE
5523	15673	ENTREZGENE_ACC:23480	15673.1	ENSG00000132432	SEC61G	Sec61 translocon gamma subunit [Source:HGNC Symbol;Acc:HGNC:18277]	ENTREZGENE
5524	13216	ENTREZGENE_ACC:23481	13216.1	ENSG00000100029	PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	ENTREZGENE
5525	17903	ENTREZGENE_ACC:23483	17903.1	ENSG00000088451	TGDS	TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]	ENTREZGENE
5526	9485	ENTREZGENE_ACC:23484	9485.1	ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript-like 1 [Source:HGNC Symbol;Acc:HGNC:6555]	ENTREZGENE
5527	3592	ENTREZGENE_ACC:23491	3592.1	ENSG00000172828	CES3	carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]	ENTREZGENE
5528	3021	ENTREZGENE_ACC:23492	3021.1	ENSG00000100307	CBX7	chromobox homolog 7 [Source:HGNC Symbol;Acc:HGNC:1557]	ENTREZGENE
5529	7746	ENTREZGENE_ACC:23493	7746.1	ENSG00000135547	HEY2	hes-related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]	ENTREZGENE
5530	18391	ENTREZGENE_ACC:23495	18391.1	ENSG00000240505	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B [Source:HGNC Symbol;Acc:HGNC:18153]	ENTREZGENE
5531	7582	ENTREZGENE_ACC:23498	7582.1	ENSG00000162882	HAAO	3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]	ENTREZGENE
5532	10434	ENTREZGENE_ACC:23499	10434.1	ENSG00000127603	MACF1	microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]	ENTREZGENE
5533	6558	ENTREZGENE_ACC:2350	6558.1	ENSG00000165457	FOLR2	folate receptor 2 (fetal) [Source:HGNC Symbol;Acc:HGNC:3793]	ENTREZGENE
5534	4594	ENTREZGENE_ACC:23500	4594.1	ENSG00000146122	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]	ENTREZGENE
5535	19881	ENTREZGENE_ACC:23503	19881.1	ENSG00000072121	ZFYVE26	zinc finger, FYVE domain containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]	ENTREZGENE
5536	14950	ENTREZGENE_ACC:23504	14950.1	ENSG00000060709	RIMBP2	RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]	ENTREZGENE
5537	18138	ENTREZGENE_ACC:23505	18138.1	ENSG00000075568	TMEM131	transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]	ENTREZGENE
5538	8897	ENTREZGENE_ACC:23506	8897.1	ENSG00000112624	GLTSCR1L	GLTSCR1-like [Source:HGNC Symbol;Acc:HGNC:21111]	ENTREZGENE
5539	10309	ENTREZGENE_ACC:23507	10309.1	ENSG00000197147	LRRC8B	leucine rich repeat containing 8 family, member B [Source:HGNC Symbol;Acc:HGNC:30692]	ENTREZGENE
5540	18851	ENTREZGENE_ACC:23508	18851.1	ENSG00000133985	TTC9	tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]	ENTREZGENE
5541	13690	ENTREZGENE_ACC:23509	13690.1	ENSG00000101346	POFUT1	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]	ENTREZGENE
5542	8836	ENTREZGENE_ACC:23510	8836.1	ENSG00000180901	KCTD2	potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294]	ENTREZGENE
5543	12194	ENTREZGENE_ACC:23511	12194.1	ENSG00000095319	NUP188	nucleoporin 188kDa [Source:HGNC Symbol;Acc:HGNC:17859]	ENTREZGENE
5544	17491	ENTREZGENE_ACC:23512	17491.1	ENSG00000178691	SUZ12	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]	ENTREZGENE
5545	15599	ENTREZGENE_ACC:23513	15599.1	ENSG00000180900	SCRIB	scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]	ENTREZGENE
5546	8890	ENTREZGENE_ACC:23514	8890.1	ENSG00000164808	SPIDR	scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]	ENTREZGENE
5547	11039	ENTREZGENE_ACC:23515	11039.1	ENSG00000159256	MORC3	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]	ENTREZGENE
5548	16304	ENTREZGENE_ACC:23516	16304.1	ENSG00000104635	SLC39A14	solute carrier family 39 (zinc transporter), member 14 [Source:HGNC Symbol;Acc:HGNC:20858]	ENTREZGENE
5549	16044	ENTREZGENE_ACC:23517	16044.1	ENSG00000039123	SKIV2L2	superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:18734]	ENTREZGENE
5550	14450	ENTREZGENE_ACC:23518	14450.1	ENSG00000048991	R3HDM1	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]	ENTREZGENE
5551	731	ENTREZGENE_ACC:23519	731.1	ENSG00000139223	ANP32D	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D [Source:HGNC Symbol;Acc:HGNC:16676]	ENTREZGENE
5552	6559	ENTREZGENE_ACC:2352	6559.1	ENSG00000110203	FOLR3	folate receptor 3 (gamma) [Source:HGNC Symbol;Acc:HGNC:3795]	ENTREZGENE
5553	730	ENTREZGENE_ACC:23520	730.1	N/A	N/A	N/A	N/A
5554	15167	ENTREZGENE_ACC:23521	15167.1	ENSG00000142541	RPL13A	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]	ENTREZGENE
5555	11458	ENTREZGENE_ACC:23522	11458.1	ENSG00000156650	KAT6B	K(lysine) acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]	ENTREZGENE
5556	2820	ENTREZGENE_ACC:23523	2820.1	ENSG00000099991	CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]	ENTREZGENE
5557	17229	ENTREZGENE_ACC:23524	17229.1	ENSG00000167978	SRRM2	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]	ENTREZGENE
5558	7923	ENTREZGENE_ACC:23526	7923.1	ENSG00000180448	HMHA1	histocompatibility (minor) HA-1 [Source:HGNC Symbol;Acc:HGNC:17102]	ENTREZGENE
5559	127	ENTREZGENE_ACC:23527	127.1	ENSG00000114331	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]	ENTREZGENE
5560	20036	ENTREZGENE_ACC:23528	20036.1	ENSG00000162702	ZNF281	zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]	ENTREZGENE
5561	3790	ENTREZGENE_ACC:23529	3790.1	ENSG00000175505	CLCF1	cardiotrophin-like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]	ENTREZGENE
5562	6564	ENTREZGENE_ACC:2353	6564.1	ENSG00000170345	FOS	FBJ murine osteosarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:3796]	ENTREZGENE
5563	11938	ENTREZGENE_ACC:23530	11938.1	ENSG00000112992	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]	ENTREZGENE
5564	10978	ENTREZGENE_ACC:23531	10978.1	ENSG00000108960	MMD	monocyte to macrophage differentiation-associated [Source:HGNC Symbol;Acc:HGNC:7153]	ENTREZGENE
5565	13969	ENTREZGENE_ACC:23532	13969.1	ENSG00000185686	PRAME	preferentially expressed antigen in melanoma [Source:HGNC Symbol;Acc:HGNC:9336]	ENTREZGENE
5566	13410	ENTREZGENE_ACC:23533	13410.1	ENSG00000141506	PIK3R5	phosphoinositide-3-kinase, regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]	ENTREZGENE
5567	18442	ENTREZGENE_ACC:23534	18442.1	ENSG00000064419	TNPO3	transportin 3 [Source:HGNC Symbol;Acc:HGNC:17103]	ENTREZGENE
5568	295	ENTREZGENE_ACC:23536	295.1	ENSG00000065457	ADAT1	adenosine deaminase, tRNA-specific 1 [Source:HGNC Symbol;Acc:HGNC:228]	ENTREZGENE
5569	12553	ENTREZGENE_ACC:23538	12553.1	ENSG00000182070	OR52A1	olfactory receptor, family 52, subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:8318]	ENTREZGENE
5570	16100	ENTREZGENE_ACC:23539	16100.1	ENSG00000100156	SLC16A8	solute carrier family 16 (monocarboxylate transporter), member 8 [Source:HGNC Symbol;Acc:HGNC:16270]	ENTREZGENE
5571	6561	ENTREZGENE_ACC:2354	6561.1	ENSG00000125740	FOSB	FBJ murine osteosarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:HGNC:3797]	ENTREZGENE
5572	15651	ENTREZGENE_ACC:23541	15651.1	ENSG00000100003	SEC14L2	SEC14-like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]	ENTREZGENE
5573	10579	ENTREZGENE_ACC:23542	10579.1	ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	ENTREZGENE
5574	14717	ENTREZGENE_ACC:23543	14717.1	ENSG00000100320	RBFOX2	RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:HGNC:9906]	ENTREZGENE
5575	15819	ENTREZGENE_ACC:23544	15819.1	ENSG00000100095	SEZ6L	seizure related 6 homolog (mouse)-like [Source:HGNC Symbol;Acc:HGNC:10763]	ENTREZGENE
5576	1214	ENTREZGENE_ACC:23545	1214.1	ENSG00000185344	ATP6V0A2	ATPase, H+ transporting, lysosomal V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]	ENTREZGENE
5577	17527	ENTREZGENE_ACC:23546	17527.1	ENSG00000105467	SYNGR4	synaptogyrin 4 [Source:HGNC Symbol;Acc:HGNC:11502]	ENTREZGENE
5578	9544	ENTREZGENE_ACC:23547	9544.1	ENSG00000239961	LILRA4	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4 [Source:HGNC Symbol;Acc:HGNC:15503]	ENTREZGENE
5579	18835	ENTREZGENE_ACC:23548	18835.1	ENSG00000113638	TTC33	tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]	ENTREZGENE
5580	5095	ENTREZGENE_ACC:23549	5095.1	ENSG00000123992	DNPEP	aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]	ENTREZGENE
5581	6563	ENTREZGENE_ACC:2355	6563.1	ENSG00000075426	FOSL2	FOS-like antigen 2 [Source:HGNC Symbol;Acc:HGNC:3798]	ENTREZGENE
5582	14195	ENTREZGENE_ACC:23550	14195.1	ENSG00000125637	PSD4	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]	ENTREZGENE
5583	14636	ENTREZGENE_ACC:23551	14636.1	ENSG00000100302	RASD2	RASD family, member 2 [Source:HGNC Symbol;Acc:HGNC:18229]	ENTREZGENE
5584	3447	ENTREZGENE_ACC:23552	3447.1	ENSG00000156345	CDK20	cyclin-dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]	ENTREZGENE
5585	8174	ENTREZGENE_ACC:23553	8174.1	ENSG00000106302	HYAL4	hyaluronoglucosaminidase 4 [Source:HGNC Symbol;Acc:HGNC:5323]	ENTREZGENE
5586	18764	ENTREZGENE_ACC:23554	18764.1	ENSG00000106025	TSPAN12	tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]	ENTREZGENE
5587	18767	ENTREZGENE_ACC:23555	18767.1	ENSG00000099282	TSPAN15	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]	ENTREZGENE
5588	13381	ENTREZGENE_ACC:23556	13381.1	ENSG00000197563	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N [Source:HGNC Symbol;Acc:HGNC:8967]	ENTREZGENE
5589	16537	ENTREZGENE_ACC:23557	16537.1	ENSG00000143553	SNAPIN	SNAP-associated protein [Source:HGNC Symbol;Acc:HGNC:17145]	ENTREZGENE
5590	19454	ENTREZGENE_ACC:23558	19454.1	ENSG00000132471	WBP2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	ENTREZGENE
5591	19452	ENTREZGENE_ACC:23559	19452.1	ENSG00000239779	WBP1	WW domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12737]	ENTREZGENE
5592	6616	ENTREZGENE_ACC:2356	6616.1	ENSG00000136877	FPGS	folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]	ENTREZGENE
5593	7517	ENTREZGENE_ACC:23560	7517.1	ENSG00000107937	GTPBP4	GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]	ENTREZGENE
5594	3804	ENTREZGENE_ACC:23562	3804.1	ENSG00000159261	CLDN14	claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]	ENTREZGENE
5595	3733	ENTREZGENE_ACC:23563	3733.1	ENSG00000135702	CHST5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:1973]	ENTREZGENE
5596	4706	ENTREZGENE_ACC:23564	4706.1	ENSG00000213722	DDAH2	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]	ENTREZGENE
5597	10185	ENTREZGENE_ACC:23566	10185.1	ENSG00000171517	LPAR3	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]	ENTREZGENE
5598	20078	ENTREZGENE_ACC:23567	20078.1	ENSG00000113761	ZNF346	zinc finger protein 346 [Source:HGNC Symbol;Acc:HGNC:16403]	ENTREZGENE
5599	972	ENTREZGENE_ACC:23568	972.1	ENSG00000102931	ARL2BP	ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]	ENTREZGENE
5600	12840	ENTREZGENE_ACC:23569	12840.1	ENSG00000159339	PADI4	peptidyl arginine deiminase, type IV [Source:HGNC Symbol;Acc:HGNC:18368]	ENTREZGENE
5601	6618	ENTREZGENE_ACC:2357	6618.1	ENSG00000171051	FPR1	formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]	ENTREZGENE
5602	14010	ENTREZGENE_ACC:23574	14010.1	N/A	N/A	N/A	N/A
5603	4705	ENTREZGENE_ACC:23576	4705.1	ENSG00000153904	DDAH1	dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]	ENTREZGENE
5604	6619	ENTREZGENE_ACC:2358	6619.1	ENSG00000171049	FPR2	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	ENTREZGENE
5605	3387	ENTREZGENE_ACC:23580	3387.1	ENSG00000179604	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4 [Source:HGNC Symbol;Acc:HGNC:17147]	ENTREZGENE
5606	2966	ENTREZGENE_ACC:23581	2966.1	ENSG00000105141	CASP14	caspase 14, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1502]	ENTREZGENE
5607	3226	ENTREZGENE_ACC:23582	3226.1	ENSG00000166946	CCNDBP1	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]	ENTREZGENE
5608	16516	ENTREZGENE_ACC:23583	16516.1	ENSG00000123415	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]	ENTREZGENE
5609	19407	ENTREZGENE_ACC:23584	19407.1	ENSG00000019102	VSIG2	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]	ENTREZGENE
5610	18278	ENTREZGENE_ACC:23585	18278.1	ENSG00000183726	TMEM50A	transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]	ENTREZGENE
5611	4760	ENTREZGENE_ACC:23586	4760.1	ENSG00000107201	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 [Source:HGNC Symbol;Acc:HGNC:19102]	ENTREZGENE
5612	2017	ENTREZGENE_ACC:23587	2017.1	ENSG00000170291	ELP5	elongator acetyltransferase complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:30617]	ENTREZGENE
5613	9097	ENTREZGENE_ACC:23588	9097.1	ENSG00000165516	KLHDC2	kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]	ENTREZGENE
5614	2948	ENTREZGENE_ACC:23589	2948.1	ENSG00000153048	CARHSP1	calcium regulated heat stable protein 1, 24kDa [Source:HGNC Symbol;Acc:HGNC:17150]	ENTREZGENE
5615	6620	ENTREZGENE_ACC:2359	6620.1	ENSG00000187474	FPR3	formyl peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:3828]	ENTREZGENE
5616	13172	ENTREZGENE_ACC:23590	13172.1	ENSG00000148459	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	ENTREZGENE
5617	2022	ENTREZGENE_ACC:23591	2022.1	ENSG00000267496	FAM215A	family with sequence similarity 215, member A (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17505]	ENTREZGENE
5618	9476	ENTREZGENE_ACC:23592	9476.1	ENSG00000174106	LEMD3	LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]	ENTREZGENE
5619	7701	ENTREZGENE_ACC:23593	7701.1	ENSG00000051620	HEBP2	heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]	ENTREZGENE
5620	12716	ENTREZGENE_ACC:23594	12716.1	ENSG00000091651	ORC6	origin recognition complex, subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]	ENTREZGENE
5621	12713	ENTREZGENE_ACC:23595	12713.1	ENSG00000135336	ORC3	origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489]	ENTREZGENE
5622	12318	ENTREZGENE_ACC:23596	12318.1	ENSG00000054277	OPN3	opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]	ENTREZGENE
5623	165	ENTREZGENE_ACC:23597	165.1	ENSG00000123130	ACOT9	acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]	ENTREZGENE
5624	12946	ENTREZGENE_ACC:23598	12946.1	ENSG00000100105	PATZ1	POZ (BTB) and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]	ENTREZGENE
5625	581	ENTREZGENE_ACC:23600	581.1	ENSG00000242110	AMACR	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]	ENTREZGENE
5626	3851	ENTREZGENE_ACC:23601	3851.1	ENSG00000258227	CLEC5A	C-type lectin domain family 5, member A [Source:HGNC Symbol;Acc:HGNC:2054]	ENTREZGENE
5627	4092	ENTREZGENE_ACC:23603	4092.1	ENSG00000110880	CORO1C	coronin, actin binding protein, 1C [Source:HGNC Symbol;Acc:HGNC:2254]	ENTREZGENE
5628	4615	ENTREZGENE_ACC:23604	4615.1	ENSG00000035664	DAPK2	death-associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	ENTREZGENE
5629	3302	ENTREZGENE_ACC:23607	3302.1	ENSG00000198087	CD2AP	CD2-associated protein [Source:HGNC Symbol;Acc:HGNC:14258]	ENTREZGENE
5630	10940	ENTREZGENE_ACC:23608	10940.1	ENSG00000133606	MKRN1	makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]	ENTREZGENE
5631	10941	ENTREZGENE_ACC:23609	10941.1	ENSG00000075975	MKRN2	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]	ENTREZGENE
5632	13336	ENTREZGENE_ACC:23612	13336.1	ENSG00000174307	PHLDA3	pleckstrin homology-like domain, family A, member 3 [Source:HGNC Symbol;Acc:HGNC:8934]	ENTREZGENE
5633	19926	ENTREZGENE_ACC:23613	19926.1	ENSG00000101040	ZMYND8	zinc finger, MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]	ENTREZGENE
5634	13941	ENTREZGENE_ACC:23614	13941.1	ENSG00000265060	PPY2P	pancreatic polypeptide 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:9328]	ENTREZGENE
5635	14429	ENTREZGENE_ACC:23615	14429.1	ENSG00000237575	PYY2	peptide YY, 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9749]	ENTREZGENE
5636	15923	ENTREZGENE_ACC:23616	15923.1	ENSG00000100092	SH3BP1	SH3-domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]	ENTREZGENE
5637	18801	ENTREZGENE_ACC:23617	18801.1	ENSG00000206203	TSSK2	testis-specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401]	ENTREZGENE
